ENSG00000186092	chr1	65418	75418	+
ENSG00000284733	chr1	441677	451677	-
ENSG00000284662	chr1	676672	686672	-
ENSG00000187634	chr1	923922	933922	+
ENSG00000188976	chr1	949308	959308	-
ENSG00000187961	chr1	960583	970583	+
ENSG00000187583	chr1	966481	976481	+
ENSG00000187642	chr1	972092	982092	-
ENSG00000188290	chr1	990171	1000171	-
ENSG00000187608	chr1	1001137	1011137	+
ENSG00000188157	chr1	1020119	1030119	+
ENSG00000237330	chr1	1064305	1074305	-
ENSG00000131591	chr1	1106360	1116360	-
ENSG00000162571	chr1	1173879	1183879	+
ENSG00000186891	chr1	1196591	1206591	-
ENSG00000186827	chr1	1204152	1214152	-
ENSG00000078808	chr1	1222066	1232066	-
ENSG00000176022	chr1	1232236	1242236	+
ENSG00000184163	chr1	1236721	1246721	-
ENSG00000160087	chr1	1263863	1273863	-
ENSG00000162572	chr1	1280435	1290435	+
ENSG00000131584	chr1	1299608	1309608	-
ENSG00000169972	chr1	1308596	1318596	+
ENSG00000127054	chr1	1314686	1324686	-
ENSG00000224051	chr1	1324755	1334755	+
ENSG00000169962	chr1	1331279	1341279	+
ENSG00000107404	chr1	1339417	1349417	-
ENSG00000162576	chr1	1351776	1361776	-
ENSG00000175756	chr1	1365494	1375494	-
ENSG00000221978	chr1	1389334	1399334	-
ENSG00000242485	chr1	1397292	1407292	-
ENSG00000235098	chr1	1411768	1421768	-
ENSG00000205116	chr1	1426127	1436127	+
ENSG00000179403	chr1	1434860	1444860	+
ENSG00000215915	chr1	1449688	1459688	+
ENSG00000160072	chr1	1471764	1481764	+
ENSG00000197785	chr1	1512161	1522161	+
ENSG00000205090	chr1	1530623	1540623	-
ENSG00000160075	chr1	1564862	1574862	-
ENSG00000228594	chr1	1590134	1600134	-
ENSG00000197530	chr1	1615414	1625414	+
ENSG00000189409	chr1	1632162	1642162	+
ENSG00000248333	chr1	1649011	1659011	-
ENSG00000189339	chr1	1682794	1692794	-
ENSG00000008128	chr1	1714356	1724356	-
ENSG00000008130	chr1	1770456	1780456	-
ENSG00000078369	chr1	1881116	1891116	-
ENSG00000169885	chr1	1915107	1925107	+
ENSG00000178821	chr1	1909278	1919278	-
ENSG00000142609	chr1	1993836	2003836	-
ENSG00000187730	chr1	2019328	2029328	+
ENSG00000067606	chr1	2050410	2060410	+
ENSG00000162585	chr1	2202719	2212719	-
ENSG00000157933	chr1	2228318	2238318	+
ENSG00000116151	chr1	2381706	2391706	-
ENSG00000157916	chr1	2391774	2401774	+
ENSG00000157911	chr1	2403796	2413796	-
ENSG00000149527	chr1	2425979	2435979	+
ENSG00000157881	chr1	2516596	2526596	-
ENSG00000197921	chr1	2520262	2530262	-
ENSG00000157873	chr1	2555638	2565638	+
ENSG00000157870	chr1	2586490	2596490	+
ENSG00000142606	chr1	2623015	2633015	-
ENSG00000215912	chr1	2791716	2801716	-
ENSG00000169717	chr1	3021466	3031466	+
ENSG00000142611	chr1	3069167	3079167	+
ENSG00000130762	chr1	3454664	3464664	+
ENSG00000162591	chr1	3601507	3611507	-
ENSG00000158109	chr1	3625014	3635014	+
ENSG00000116213	chr1	3642760	3652760	-
ENSG00000078900	chr1	3652515	3662515	+
ENSG00000162592	chr1	3746459	3756459	+
ENSG00000235169	chr1	3772748	3782748	+
ENSG00000130764	chr1	3786497	3796497	-
ENSG00000116198	chr1	3847395	3857395	-
ENSG00000169598	chr1	3857266	3867266	+
ENSG00000198912	chr1	3890292	3900292	-
ENSG00000196581	chr1	4654608	4664608	+
ENSG00000131697	chr1	5982472	5992472	-
ENSG00000069424	chr1	5990926	6000926	+
ENSG00000116254	chr1	6170320	6180320	-
ENSG00000285629	chr1	6187756	6197756	-
ENSG00000116251	chr1	6199388	6209388	-
ENSG00000158286	chr1	6205474	6215474	+
ENSG00000116237	chr1	6225971	6235971	-
ENSG00000173673	chr1	6244178	6254178	+
ENSG00000158292	chr1	6251097	6261097	-
ENSG00000097021	chr1	6383766	6393766	-
ENSG00000069812	chr1	6414669	6424669	-
ENSG00000187017	chr1	6424775	6434775	+
ENSG00000215788	chr1	6456174	6466174	-
ENSG00000171680	chr1	6510073	6520073	-
ENSG00000162408	chr1	6544512	6554512	-
ENSG00000173662	chr1	6555306	6565306	+
ENSG00000204859	chr1	6579993	6589993	+
ENSG00000162413	chr1	6604606	6614606	-
ENSG00000116273	chr1	6613730	6623730	+
ENSG00000041988	chr1	6624865	6634865	+
ENSG00000007923	chr1	6691923	6701923	-
ENSG00000171735	chr1	6785453	6795453	+
ENSG00000049245	chr1	7771295	7781295	+
ENSG00000049246	chr1	7784319	7794319	+
ENSG00000049247	chr1	7843511	7853511	-
ENSG00000049249	chr1	7933164	7943164	-
ENSG00000116288	chr1	7954290	7964290	+
ENSG00000116285	chr1	8016308	8026308	-
ENSG00000162426	chr1	8318113	8328113	+
ENSG00000142599	chr1	8838920	8848920	-
ENSG00000074800	chr1	8869189	8879189	-
ENSG00000131686	chr1	8945866	8955866	+
ENSG00000197241	chr1	9016344	9026344	-
ENSG00000142583	chr1	9078477	9088477	-
ENSG00000180758	chr1	9119101	9129101	-
ENSG00000049239	chr1	9234773	9244773	+
ENSG00000171621	chr1	9292893	9302893	+
ENSG00000171612	chr1	9539464	9549464	+
ENSG00000188807	chr1	9588910	9598910	+
ENSG00000171608	chr1	9651730	9661730	+
ENSG00000171603	chr1	9813983	9823983	-
ENSG00000178585	chr1	9900335	9910335	-
ENSG00000162441	chr1	9933406	9943406	-
ENSG00000173614	chr1	9943427	9953427	+
ENSG00000162444	chr1	9997205	10007205	+
ENSG00000130939	chr1	10032831	10042831	+
ENSG00000054523	chr1	10210569	10220569	+
ENSG00000142657	chr1	10398591	10408591	+
ENSG00000251503	chr1	10430101	10440101	+
ENSG00000175279	chr1	10430432	10440432	+
ENSG00000241563	chr1	10450030	10460030	+
ENSG00000160049	chr1	10462528	10472528	-
ENSG00000142655	chr1	10472287	10482287	+
ENSG00000130940	chr1	10786649	10796649	-
ENSG00000175262	chr1	10972036	10982036	-
ENSG00000120948	chr1	11012343	11022343	+
ENSG00000009724	chr1	11037238	11047238	-
ENSG00000116649	chr1	11050019	11060019	-
ENSG00000171824	chr1	11089868	11099868	-
ENSG00000198793	chr1	11252550	11262550	-
ENSG00000171819	chr1	11189354	11199354	+
ENSG00000120942	chr1	11273197	11283197	+
ENSG00000204624	chr1	11479154	11489154	+
ENSG00000116661	chr1	11645784	11655784	-
ENSG00000132879	chr1	11654374	11664374	+
ENSG00000116663	chr1	11664199	11674199	+
ENSG00000116670	chr1	11681649	11691649	-
ENSG00000162490	chr1	11691709	11701709	+
ENSG00000177674	chr1	11736083	11746083	+
ENSG00000215910	chr1	11761786	11771786	+
ENSG00000177000	chr1	11796454	11806454	-
ENSG00000011021	chr1	11806095	11816095	+
ENSG00000175206	chr1	11838344	11848344	-
ENSG00000120937	chr1	11848944	11858944	-
ENSG00000116685	chr1	11916427	11926427	-
ENSG00000083444	chr1	11934204	11944204	+
ENSG00000116688	chr1	11980180	11990180	+
ENSG00000116691	chr1	12019465	12029465	+
ENSG00000120949	chr1	12063302	12073302	+
ENSG00000028137	chr1	12166990	12176990	+
ENSG00000048707	chr1	12230029	12240029	+
ENSG00000162496	chr1	12608209	12618209	-
ENSG00000204518	chr1	12644084	12654084	+
ENSG00000188984	chr1	12716109	12726109	+
ENSG00000157330	chr1	12746199	12756199	+
ENSG00000116726	chr1	12773737	12783737	+
ENSG00000116721	chr1	12791396	12801396	+
ENSG00000239810	chr1	12821409	12831409	-
ENSG00000179172	chr1	12838719	12848719	-
ENSG00000120952	chr1	12857085	12867085	+
ENSG00000243073	chr1	12876200	12886200	-
ENSG00000187545	chr1	12888269	12898269	-
ENSG00000204510	chr1	12916609	12926609	+
ENSG00000232423	chr1	12937579	12947579	-
ENSG00000274764	chr1	13046574	13056574	-
ENSG00000277058	chr1	13060768	13070768	+
ENSG00000229571	chr1	13068676	13078676	+
ENSG00000275774	chr1	13106853	13116853	-
ENSG00000280267	chr1	13145960	13155960	-
ENSG00000179412	chr1	13155630	13165630	-
ENSG00000204505	chr1	13171847	13181847	+
ENSG00000279169	chr1	13191408	13201408	-
ENSG00000279804	chr1	13216105	13226105	-
ENSG00000270601	chr1	13254211	13264211	+
ENSG00000182330	chr1	13275173	13285173	-
ENSG00000237700	chr1	13303538	13313538	+
ENSG00000204501	chr1	13315580	13325580	+
ENSG00000204481	chr1	13337133	13347133	-
ENSG00000204480	chr1	13361899	13371899	-
ENSG00000204479	chr1	13389631	13399631	+
ENSG00000204478	chr1	13416350	13426350	+
ENSG00000162494	chr1	13504002	13514002	-
ENSG00000162493	chr1	13583464	13593464	+
ENSG00000116731	chr1	13700197	13710197	+
ENSG00000189337	chr1	13892791	13902791	+
ENSG00000171729	chr1	15152531	15162531	+
ENSG00000142621	chr1	15247271	15257271	+
ENSG00000142634	chr1	15409887	15419887	+
ENSG00000162438	chr1	15438441	15448441	+
ENSG00000142615	chr1	15456727	15466727	+
ENSG00000215704	chr1	15465908	15475908	+
ENSG00000132906	chr1	15516533	15526533	-
ENSG00000116138	chr1	15526812	15536812	+
ENSG00000116771	chr1	15575050	15585050	-
ENSG00000197312	chr1	15617457	15627457	+
ENSG00000215695	chr1	15659868	15669868	+
ENSG00000116786	chr1	15684319	15694319	+
ENSG00000162461	chr1	15736257	15746257	+
ENSG00000162460	chr1	15742498	15752498	+
ENSG00000162458	chr1	15756606	15766606	+
ENSG00000233954	chr1	15799347	15809347	-
ENSG00000065526	chr1	15836094	15846094	+
ENSG00000116809	chr1	15966131	15976131	-
ENSG00000183888	chr1	16004235	16014235	+
ENSG00000173641	chr1	16009593	16019593	-
ENSG00000186510	chr1	16018874	16028874	+
ENSG00000184908	chr1	16043735	16053735	+
ENSG00000185519	chr1	16063650	16073650	-
ENSG00000142627	chr1	16146068	16156068	-
ENSG00000142632	chr1	16202651	16212651	-
ENSG00000132881	chr1	16227182	16237182	-
ENSG00000037637	chr1	16342479	16352479	-
ENSG00000055070	chr1	16352574	16362574	+
ENSG00000187144	chr1	16427423	16437423	-
ENSG00000157191	chr1	16440720	16450720	+
ENSG00000219481	chr1	16603561	16613561	-
ENSG00000058453	chr1	16740272	16750272	+
ENSG00000117122	chr1	16970631	16980631	-
ENSG00000159363	chr1	17001927	17011927	-
ENSG00000288636	chr1	17001756	17011756	-
ENSG00000117118	chr1	17044031	17054031	-
ENSG00000117115	chr1	17109450	17119450	-
ENSG00000142623	chr1	17205127	17215127	+
ENSG00000142619	chr1	17249097	17259097	+
ENSG00000159339	chr1	17308194	17318194	+
ENSG00000276747	chr1	17372195	17382195	+
ENSG00000179051	chr1	17429676	17439676	-
ENSG00000074964	chr1	17539697	17549697	+
ENSG00000117148	chr1	17755332	17765332	+
ENSG00000117154	chr1	18107797	18117797	+
ENSG00000179023	chr1	18480929	18490929	+
ENSG00000009709	chr1	18630845	18640845	+
ENSG00000179002	chr1	18849681	18859681	-
ENSG00000159423	chr1	18892723	18902723	-
ENSG00000169991	chr1	18946675	18956675	-
ENSG00000127481	chr1	19200265	19210265	-
ENSG00000127463	chr1	19241526	19251526	-
ENSG00000053372	chr1	19251804	19261804	+
ENSG00000162482	chr1	19278769	19288769	-
ENSG00000053371	chr1	19302143	19312143	-
ENSG00000040487	chr1	19312325	19322325	+
ENSG00000077549	chr1	19475538	19485538	-
ENSG00000173436	chr1	19484402	19494402	+
ENSG00000158747	chr1	19596978	19606978	+
ENSG00000270136	chr1	19597066	19607066	+
ENSG00000158748	chr1	19664874	19674874	+
ENSG00000162542	chr1	19789944	19799944	-
ENSG00000178828	chr1	19805282	19815282	-
ENSG00000169914	chr1	19882394	19892394	+
ENSG00000188784	chr1	19913616	19923616	-
